authority,marketIndex,stakePubkey,ifShares,ifBase,effectiveShares,tokenAmount,tokenAmountUi,preRedistributionTokenAmount,preRedistributionTokenAmountUi,surplusShare,costBasis,lastWithdrawRequestShares,lastWithdrawRequestValue,lastWithdrawRequestTs
4MCL1Uq4GURmXArKDwjnoBU2yD6RHK48dSxNTi63vKrk,31,GTcic6gbbAd7WLiHwp3p19teEBboSgyxhKUa7JqAYa1,1,0,1,1,0.000001,1,0.000001,0,-6382554,0,0,1751772567
4rQr8uc9T2xWH4DsSzDknsbwY5c6A3ksmHBpoz4Cq34Z,31,4Aq6yiivhf3se8D54oBSLuMm87ERVfS6uJhDAjAsydFf,1,0,1,1,0.000001,1,0.000001,0,-220951430,0,0,1740040317
4ZfkxjquAavSEi76aMA1Cznxu33bvF2C1ETZy2v1ETxK,31,BGQWpxCDbaGVmDj6JXD2fa5Qsuthe6cxDi1aTLmrSmFE,1,0,1,1,0.000001,1,0.000001,0,-136914770,0,0,1754329496
5mGAkSBP5sWn8nKbqcbtwRF7ZVw7oBCY62J5tFFJmpDF,31,4ksDS5Kf2thAjmtiNrthoYKK9YfEQorCQMuqSh2HgJmf,1,0,1,1,0.000001,1,0.000001,0,-734011468,0,0,1767310981
61znCqHoWWnnFh4ecd2hxU1kXs9vJGG2a5SZd9HFwDHQ,31,9HXx26ATv7sgpfpooKCLt3VWkaG5wzqeB7DZ5nWJoKbT,1,0,1,1,0.000001,1,0.000001,0,-203951565,0,0,1763533053
6LsscaTrb5E18UAxVzRGM3AyTS9ERw6LiJB2KDxq23hD,31,J9BHXde6eYePjdiH19tKf5yuVBuZyRfQ1saTpsvFNkU4,1,0,1,1,0.000001,1,0.000001,0,-1711930368,0,0,1752144403
6z7MFBJSmkjbPNrzMYFkKHWZb1VXCDKagQ2CKNZoaani,31,9ve7X5XyDCLZw5BeY97tFsuQzvDuzYnHJY59JRoND92s,1,0,1,1,0.000001,1,0.000001,0,-447842223,0,0,1757663608
7VC8ckqCfpFfDzSAEPPdynYU8kTRQDNX2RzPZEM7gEfT,31,GCrMwNutD6uZsqTQyumbXWD26iVRoF6sPP4ocNAzFpW7,1,0,1,1,0.000001,1,0.000001,0,-20206036,0,0,1756367477
7Ym2skYEc45g85H2bhL4y7o2BZ9KwjkrRR2qRBhhP7bb,31,3rpsF4SdcpcRxhtn8n9Xx8pMJSQhgMesMafK7nTAG6r5,1,0,1,1,0.000001,1,0.000001,0,-687686387,0,0,1749566555
A2xhPbBfdw36sVyVnCXBABgbkkvrt3oJv8NQfh4PXvXB,31,GMnMAGVLrB7B1VbJn9rYSka7CVJQ63rTVQuPaNDw3xAh,1,0,1,1,0.000001,1,0.000001,0,-976037,0,0,1764588287
ASx9MajLPfDNDkG6uYPmrsr7nSyTy7VfJZwmPw219xS8,31,GuGjBEVWmFqVsnvrqChfdFn2Gha5pNt1NP3TsvjtrMoM,1,0,1,1,0.000001,1,0.000001,0,-91241908,0,0,1752540746
BfBGjF4UAzrRE7JmncQVqpW7mh4wFkJ1qotnn9vCeeiL,31,B64cSrYCC4U1stNYeyJAbqWZUPuK5BtxN3PxdDmWG8Bq,1,0,1,1,0.000001,1,0.000001,0,-1119330,0,0,1752923360
D7B8C4Mtr8LZxhvC6zzfJHCqKazNydrvE8GTmGYjPJsN,31,9ivHjR2ktVDAAX4td8f1HZPQLXuhp6aASCDrZVSjKStt,1,0,1,1,0.000001,1,0.000001,0,-20086056,0,0,1763058987
DciRVB5msDEaRAqTGHNnnicC9L8B2U2mnYYV9LYMWf8T,31,EWhEkxD96TKiNcd2wCWD4WhqvZWTMCcbD3tZfZGSFYoa,1,0,1,1,0.000001,1,0.000001,0,-906774,0,0,1757866927
FPqdf9WkqCDwcRWbGfvWYXNiERnmZXpt5Vr9w7uiaXgr,31,7rR9sHTSQmWfVhAtKcWpVdh1vHNqSt42ybSwLYc55mmo,1,0,1,1,0.000001,1,0.000001,0,-50582261,0,0,1750291286
GbDBjo2D81gPKcHrNiDwBgNoyiu8HNesiLfAanraLLWa,31,7AjktKGp3WAMrL9P1dbdLFGDS3unVtsSWmcPK9ZGz6Z2,1,0,1,1,0.000001,1,0.000001,0,-5128467,0,0,1749216975
Wqx67Uth1G1CubjYTFMproyQ1EXr1Jw6JPDTc7ssvcr,31,FTUn5uAwGcEviTEYqhbJjGNrgK3tzNJW5gRNziC9bk65,1,0,1,1,0.000001,1,0.000001,0,-66617,0,0,1751703589
