authority,marketIndex,stakePubkey,ifShares,ifBase,effectiveShares,tokenAmount,tokenAmountUi,preRedistributionTokenAmount,preRedistributionTokenAmountUi,surplusShare,costBasis,lastWithdrawRequestShares,lastWithdrawRequestValue,lastWithdrawRequestTs
F4qcnZJDc1Yf2HgVGFrqsmhpwXWmzqXzKmzFCEqWG7sw,13,He6Yfu8svhLQBXzVWcqbwdLrGmd6xSr1mYVAr29ZCW6n,1,0,1,1,0.000001,1,0.000001,0,-2891,0,0,1714122438
FE9DrprrQ1QuLCNwdCUCzj4jc7sUkxzHWDKL79uDx6kh,13,2gJHWsgtScXTbeLiXEtpHdGef883Gy7CQFgfPsvqaYrH,1,0,1,1,0.000001,1,0.000001,0,-2675883,0,0,1727268786
FeL6hrqBwjXogJBiQqtCHbJuxFLFsUcgbyZm2ACabnAM,13,Bic2Tywv71XvUSDrRozhxkEgmAhPSTSQxUuxaJ7UvNvm,1,0,1,1,0.000001,1,0.000001,0,-12963607,0,0,1752345816
Fk9xbDU3jCyWKp6x5B6SaHFHnDQfVHSQrpRNJghaZaYQ,13,4CrbevqhFeWpTZnHKXVQ9EmenyDs7HG6eNi1gEmBwrj8,1,0,1,1,0.000001,1,0.000001,0,2,0,0,1715098277
FMCJasv7LRnEURzg3C5q7JinANExo7RriSNF4i1FnNi,13,2wtqcHTjbezHQyBQB2oj2YJNPU4cCeBa5UNUKQRRdzmv,1,0,1,1,0.000001,1,0.000001,0,-6,0,0,1742369723
GXVB7Go7sgL2TPJggAzkRChSPcuuX2TvVFMd3pJQHMfQ,13,CSTktnwQHHb1jZbiP4pBTLQzSLQTDdKPTf52iSDXqmdi,1,0,1,1,0.000001,1,0.000001,0,-3703,0,0,1715912200
H1oYXGZTagwv48FdDe6RNkjNaesedqLKyXxTmPc5k4Fp,13,CEQgMtGswwjTDJuX5u1y3uhCPD5WsbybHDuu3RqZKqC3,1,0,1,1,0.000001,1,0.000001,0,-4935228,0,0,1762799403
HcaqBsyBNumRqCLWHzwyj6jwaACkuigeZrU2mQmcsCC4,13,A9dL315apYDt99aiGEtrYuQmijaMq3yhSPV4w7MMzrM2,1,0,1,1,0.000001,1,0.000001,0,-10876502,0,0,1732427590
HGpX5J4udTEqDD7pmSbjsAVZEoo6wRxHiktrq1fzJ4bv,13,EoNhnpkXMQFgm46xnPJToFk9Qme72FhaVu5Th7nhbPd6,1,0,1,1,0.000001,1,0.000001,0,-109,0,0,1732575768
HJrgaPM4TBrYrek8fQkZ1oLrjwjz2q4HabckyLzqRPqx,13,4VsLG2Z8th8rUtcczf5LUdmCtXaF4vJUNfXQR9MzSJZj,1,0,1,1,0.000001,1,0.000001,0,-39102083,0,0,1748995097
HRr4gvCMGb2geGcAh3tkgAh6qKkkYgAt4hPBtbph83MD,13,At9xmNhW736EirJFv4pNWtshPd5PM7dtV3LCMtZJXzA8,1,0,1,1,0.000001,1,0.000001,0,-10218115,0,0,1759712578
J6kTYGkP4arkHL5AivWtg9mMfbvRRW7CmrtewMJqDyF5,13,5PX644QTanPY7YfX28crReVJ13mfTjUoPtz8HMvHzSXq,1,0,1,1,0.000001,1,0.000001,0,-274,0,0,1714660857
