authority,marketIndex,stakePubkey,ifShares,ifBase,effectiveShares,tokenAmount,tokenAmountUi,preRedistributionTokenAmount,preRedistributionTokenAmountUi,surplusShare,costBasis,lastWithdrawRequestShares,lastWithdrawRequestValue,lastWithdrawRequestTs
C3c5zqNHA2p12Csa5pZ3VKoQpZoGZG8Xt3hCutenZh8d,12,Dqmy1djbTLLL4ZZdAvxWhqwUGTekYKcawa816yeciggQ,1,0,1,2,0.00000002,2,0.00000002,0,-1575547,0,0,1746387848
CRNLJACd17jgiU9GNJ9ZJp5DopgjCc6MMjRY1NwyTz7f,12,6dLNDxMuU52gBrgXs7TxHPe3Ge372iGXoER7PtTQba1b,1,0,1,2,0.00000002,2,0.00000002,0,-1322438,0,0,1739228386
DdhnbrE4zM6B8vgtdmhy5giCJgHProFhzhGVgLzWz1Uw,12,DwBk9qZGD1KkYcPSnEQREFFQBM3Q5iduSq9k2ptCuEcE,1,0,1,2,0.00000002,2,0.00000002,0,-888,0,0,1710667770
DJ9FVZuApAp6RDrrpEhwg5UFcKgXfWfGua8dgYszxNQk,12,8UKJoU2QsbMK3Yyb97rRRVrkPZKhpSZWu9BJmWzkHhFX,1,0,1,2,0.00000002,2,0.00000002,0,-45294522,0,0,1757615020
DkSEJQskDtjEhManaNi1J5tSMc3wqVRQgAWEHqjEAEKR,12,Gx3pamCETdbuvvyG5QfquBEoVutzDxJuyU3E2ZRGuzZ9,1,0,1,2,0.00000002,2,0.00000002,0,-6818535,0,0,1740414974
EPANpTJx9kQfpD8ZmUA9LNwqwaHgBhWiXpqCdjAUeXto,12,8oHGWLUWpKekQn5sNR8JvveUzo3fz4nTUYuUt3dFdoZo,1,0,1,2,0.00000002,2,0.00000002,0,-361507,0,0,1713110354
EvHLDznQqq9UMGztSV3PwedtxjNmCDtHYERmTZkpgumf,12,BQn4RAign4ACjxBAutwuTLt1ZJEvTJPcfuX5u3DygiDk,1,0,1,2,0.00000002,2,0.00000002,0,-476099,0,0,1755011996
Gf6obbWTgDJ5PHJnQ5uPJpRL4HFaaGXUhtiD5SjJxoH3,12,2Djh6x8ABBSURFzuVm71zRDjHThNtjBkTTbMdmFAmFZD,1,0,1,2,0.00000002,2,0.00000002,0,-280383,0,0,1714665467
GfvVsQt2dNumBRyBu4ibPHRMRWPTMkJhK9YaRmoB3jV3,12,GXiPCbTHNYX8JC2uhGwuHHb7nwj8uVQLmLurUibHBTd8,1,0,1,2,0.00000002,2,0.00000002,0,-56762,0,0,1715960909
GgCy2gBeXQiwN3pmU5NrQFQcdmLwVG77VpYH4FvNyM29,12,9Y3rZsgj6pYBvLMEb2tp1diRaufyUuLEbNj4VGFBbUKo,1,0,1,2,0.00000002,2,0.00000002,0,-1547236,0,0,1717380692
GnJ5TZRoUzvAxzeNQbTF2ZHnhJaxUqsvQJ7ALChZYP2Q,12,3ZjDbcZsnS4JBAp5G3os83tzaDCzzfiM5Z4EwD4x3amx,1,0,1,2,0.00000002,2,0.00000002,0,-147845,0,0,1716915457
K2eaEfKpDmcc2L8RNBhLcQqf2sEm2iNqqwoFc4pTTFf,12,6Jh74xxnJhGENcQCjFRWT8yVocn1cVRMVjyH7hEtZAma,1,0,1,2,0.00000002,2,0.00000002,0,-53159,0,0,1751394149
